"ID";"Tagnr";"Dato";"Klokke";"Status";"Plottsikkerhet";"Årstall";"Lokalitet";"Art";"Kjønn";"Alder";"Vekt";"Bryst";"Ving 1";"Ving 2";"Dødsårsak";"X-koordinat";"Y-koordinat";"Kondisjon";"Høyde_stripe_kam";"Lengde_stripe_kam";"Frekvens";"organismID";"occurrenceID"
3336;"4271296";18.2.2012 00.00.00;30.12.1899 23.49.28;2;1;2012,00;44,00;"F";2,00;2,00;500,00;68,00;195,00;195,00;3,00;446578,00;7143680,00;25,64;;;152661;"c419b298-2421-11e7-a02d-c1c81e3148db";"c4d26282-2421-11e7-a02d-c1c81e3148db"
3337;"4271297";18.2.2012 00.00.00;30.12.1899 23.27.59;2;1;2012,00;44,00;"F";2,00;2,00;480,00;68,00;192,00;193,00;;446736,00;7143576,00;24,93;;;152528;"c4198b72-2421-11e7-a02d-c1c81e3148db";"c4d26283-2421-11e7-a02d-c1c81e3148db"
3338;"4271298";19.2.2012 00.00.00;30.12.1899 02.26.18;2;1;2012,00;44,00;"F";2,00;2,00;520,00;71,00;202,00;202,00;3,00;446870,00;7143689,00;25,74;;;152760;"c419d9c6-2421-11e7-a02d-c1c81e3148db";"c4d2887a-2421-11e7-a02d-c1c81e3148db"
3339;"4271299";19.2.2012 00.00.00;30.12.1899 01.42.49;2;1;2012,00;44,00;"F";1,00;2,00;530,00;74,00;199,00;200,00;2,00;446389,00;7143383,00;26,56;8,20;27,70;152540;"c4198b73-2421-11e7-a02d-c1c81e3148db";"c4d2887b-2421-11e7-a02d-c1c81e3148db"
3340;"4271207";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;530,00;74,00;200,00;201,00;1,00;453761,00;7143437,00;26,43;;;152839;"c41a767c-2421-11e7-a02d-c1c81e3148db";"c4d2af9e-2421-11e7-a02d-c1c81e3148db"
3341;"4271255";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";1,00;2,00;425,00;66,00;190,00;189,00;;451561,00;7144500,00;22,42;6,40;23,10;152311;"c41a9da1-2421-11e7-a02d-c1c81e3148db";"c4d2af9f-2421-11e7-a02d-c1c81e3148db"
3342;"4271258";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";1,00;2,00;550,00;72,00;200,00;202,00;3,00;454595,00;7142998,00;27,36;5,40;32,30;152024;"c418520e-2421-11e7-a02d-c1c81e3148db";"c4d2afa0-2421-11e7-a02d-c1c81e3148db"
3343;"4271259";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;500,00;69,00;191,00;192,00;3,00;454819,00;7142015,00;26,10;;;152301;"c418eec5-2421-11e7-a02d-c1c81e3148db";"c4d2d6cc-2421-11e7-a02d-c1c81e3148db"
3344;"4271260";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;455421,00;7141024,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4d2d6cd-2421-11e7-a02d-c1c81e3148db"
3345;"4271266";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";1,00;1,00;540,00;74,00;198,00;198,00;1,00;451709,00;7144679,00;27,27;6,40;33,50;152201;"c41ac4c5-2421-11e7-a02d-c1c81e3148db";"c4d2d6ce-2421-11e7-a02d-c1c81e3148db"
3346;"4271268";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";1,00;2,00;540,00;76,00;204,00;204,00;;451451,00;7145055,00;26,47;6,70;29,20;152259;"c418eec4-2421-11e7-a02d-c1c81e3148db";"c4d2fdfa-2421-11e7-a02d-c1c81e3148db"
3347;"4271270";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;605,00;75,00;;195,00;;451396,00;7144430,00;31,02;;;152248;"c418c7a1-2421-11e7-a02d-c1c81e3148db";"c4d2fdfb-2421-11e7-a02d-c1c81e3148db"
3348;"4271272";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;510,00;71,00;193,00;193,00;3,00;452221,00;7143227,00;26,42;;;152381;"c41915f3-2421-11e7-a02d-c1c81e3148db";"c4d3251e-2421-11e7-a02d-c1c81e3148db"
3349;"4271278";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;515,00;73,00;194,00;;;456154,00;7141602,00;26,54;;;152852;"c41aebf2-2421-11e7-a02d-c1c81e3148db";"c4d3251f-2421-11e7-a02d-c1c81e3148db"
3350;"4271285";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;505,00;72,00;199,00;198,00;1,00;455036,00;7142731,00;25,44;;;152210;"c41aebf3-2421-11e7-a02d-c1c81e3148db";"c4d32520-2421-11e7-a02d-c1c81e3148db"
3351;"4271291";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;1,00;465,00;70,00;192,00;193,00;;450617,00;7145415,00;24,15;;;152970;"c41a4f46-2421-11e7-a02d-c1c81e3148db";"c4d32521-2421-11e7-a02d-c1c81e3148db"
3352;"4271296";21.2.2012 00.00.00;30.12.1899 20.45.50;1;2;2012,00;44,00;"F";2,00;2,00;500,00;68,00;195,00;195,00;3,00;448967,00;7144674,00;25,64;;;152661;"c419b298-2421-11e7-a02d-c1c81e3148db";"c4d34c4c-2421-11e7-a02d-c1c81e3148db"
3353;"4271203";2.3.2012 00.00.00;30.12.1899 18.00.00;1;2;2012,00;44,00;"F";1,00;2,00;570,00;74,00;202,00;203,00;2,00;451120,00;7144036,00;28,14;7,00;27,70;152741;"c419d9c5-2421-11e7-a02d-c1c81e3148db";"c4d34c4d-2421-11e7-a02d-c1c81e3148db"
3354;"4271291";2.3.2012 00.00.00;30.12.1899 18.00.00;1;2;2012,00;44,00;"F";2,00;1,00;465,00;70,00;192,00;193,00;;451120,00;7144036,00;24,15;;;152970;"c41a4f46-2421-11e7-a02d-c1c81e3148db";"c4d34c4e-2421-11e7-a02d-c1c81e3148db"
3355;"4271296";2.3.2012 00.00.00;30.12.1899 18.00.00;1;2;2012,00;44,00;"F";2,00;2,00;500,00;68,00;195,00;195,00;3,00;451242,00;7144275,00;25,64;;;152661;"c419b298-2421-11e7-a02d-c1c81e3148db";"c4d3737a-2421-11e7-a02d-c1c81e3148db"
3356;"4271299";2.3.2012 00.00.00;30.12.1899 18.00.00;1;2;2012,00;44,00;"F";1,00;2,00;530,00;74,00;199,00;200,00;2,00;451424,00;7144497,00;26,56;8,20;27,70;152540;"c4198b73-2421-11e7-a02d-c1c81e3148db";"c4d3737b-2421-11e7-a02d-c1c81e3148db"
3357;"4271202";2.3.2012 00.00.00;30.12.1899 18.00.00;1;2;2012,00;44,00;"F";1,00;2,00;610,00;80,00;206,00;206,00;;451529,00;7144590,00;29,61;4,30;27,90;152938;"c41a2822-2421-11e7-a02d-c1c81e3148db";"c4d39a9e-2421-11e7-a02d-c1c81e3148db"
3358;"4271211";2.3.2012 00.00.00;30.12.1899 18.00.00;4;1;2012,00;44,00;"F";2,00;1,00;530,00;68,00;191,00;190,00;5,00;452100,00;7143413,00;27,82;;;152903;"c41a767e-2421-11e7-a02d-c1c81e3148db";"c4d39a9f-2421-11e7-a02d-c1c81e3148db"
3359;"4271253";3.3.2012 00.00.00;30.12.1899 12.00.00;1;2;2012,00;44,00;"F";1,00;2,00;545,00;72,00;199,00;201,00;2,00;452117,00;7143863,00;27,25;4,60;27,30;152460;"c4193d22-2421-11e7-a02d-c1c81e3148db";"c4d39aa0-2421-11e7-a02d-c1c81e3148db"
3360;"4271254";3.3.2012 00.00.00;30.12.1899 12.00.00;1;2;2012,00;44,00;"F";1,00;2,00;520,00;70,00;204,00;204,00;;451963,00;7143775,00;25,49;7,30;26,50;152431;"c4193d21-2421-11e7-a02d-c1c81e3148db";"c4d3c1cc-2421-11e7-a02d-c1c81e3148db"
3361;"4271260";3.3.2012 00.00.00;30.12.1899 12.00.00;1;2;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;451852,00;7142736,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4d3c1cd-2421-11e7-a02d-c1c81e3148db"
3362;"4271277";3.3.2012 00.00.00;30.12.1899 12.00.00;1;2;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;452058,00;7142322,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4d3c1ce-2421-11e7-a02d-c1c81e3148db"
3363;"4271297";3.3.2012 00.00.00;30.12.1899 12.00.00;1;2;2012,00;44,00;"F";2,00;2,00;480,00;68,00;192,00;193,00;;451609,00;7142644,00;24,93;;;152528;"c4198b72-2421-11e7-a02d-c1c81e3148db";"c4d3e8f0-2421-11e7-a02d-c1c81e3148db"
3364;"4271213";3.3.2012 00.00.00;30.12.1899 12.00.00;3;1;2012,00;44,00;"F";2,00;2,00;495,00;67,00;193,00;196,00;2,00;454503,00;7142472,00;25,44;;;152818;"c41a9da0-2421-11e7-a02d-c1c81e3148db";"c4d3e8f1-2421-11e7-a02d-c1c81e3148db"
3365;"4271285";27.2.2012 00.00.00;30.12.1899 12.00.00;0;1;2012,00;44,00;"F";2,00;2,00;505,00;72,00;199,00;198,00;1,00;452489,00;7143106,00;25,44;;;152210;"c41aebf3-2421-11e7-a02d-c1c81e3148db";"c4d3e8f2-2421-11e7-a02d-c1c81e3148db"
3366;"4271266";27.2.2012 00.00.00;30.12.1899 12.00.00;0;1;2012,00;44,00;"F";1,00;1,00;540,00;74,00;198,00;198,00;1,00;451730,00;7144009,00;27,27;6,40;33,50;152201;"c41ac4c5-2421-11e7-a02d-c1c81e3148db";"c4d4101e-2421-11e7-a02d-c1c81e3148db"
3367;"4271263";19.2.2012 00.00.00;30.12.1899 12.00.00;0;1;2012,00;44,00;"F";1,00;1,00;580,00;73,00;204,00;203,00;1,00;451268,00;7143863,00;28,50;7,40;34,50;152031;"c41ac4c4-2421-11e7-a02d-c1c81e3148db";"c4d4101f-2421-11e7-a02d-c1c81e3148db"
3368;"4271256";26.2.2012 00.00.00;30.12.1899 12.00.00;0;1;2012,00;44,00;"F";1,00;2,00;495,00;73,00;201,00;201,00;1,00;452986,00;7142485,00;24,62;5,60;30,40;152440;"c41a9da2-2421-11e7-a02d-c1c81e3148db";"c4d41020-2421-11e7-a02d-c1c81e3148db"
3369;"4271207";25.2.2012 00.00.00;30.12.1899 12.00.00;0;1;2012,00;44,00;"F";2,00;2,00;530,00;74,00;200,00;201,00;1,00;451750,00;7144454,00;26,43;;;152839;"c41a767c-2421-11e7-a02d-c1c81e3148db";"c4d4374c-2421-11e7-a02d-c1c81e3148db"
3370;"4271217";21.3.2012 00.00.00;30.12.1899 03.23.00;2;1;2012,00;44,00;"F";1,00;2,00;550,00;78,00;206,00;205,00;;451417,00;7144347,00;26,76;10,00;35,00;152258;"c41aebf4-2421-11e7-a02d-c1c81e3148db";"c4d44af2-2421-11e7-a02d-c1c81e3148db"
3371;"4271218";20.3.2012 00.00.00;30.12.1899 23.50.00;2;1;2012,00;44,00;"F";2,00;2,00;500,00;71,00;199,00;198,00;2,00;451914,00;7143381,00;25,18;;;152839;"c41b1320-2421-11e7-a02d-c1c81e3148db";"c4d45e8e-2421-11e7-a02d-c1c81e3148db"
3372;"4271219";21.3.2012 00.00.00;30.12.1899 01.18.00;2;1;2012,00;44,00;"F";2,00;2,00;450,00;74,00;194,00;190,00;;451600,00;7143540,00;23,43;;;152210;"c41b1321-2421-11e7-a02d-c1c81e3148db";"c4d45e8f-2421-11e7-a02d-c1c81e3148db"
3373;"4271224";21.3.2012 00.00.00;30.12.1899 02.20.00;2;1;2012,00;44,00;"F";1,00;1,00;525,00;78,00;197,00;203,00;3,00;452839,00;7142595,00;26,25;5,00;31,00;152139;"c41b1322-2421-11e7-a02d-c1c81e3148db";"c4d47220-2421-11e7-a02d-c1c81e3148db"
3374;"4271257";17.2.2012 00.00.00;30.12.1899 16.00.00;1;4;2012,00;44,00;"F";2,00;2,00;530,00;74,00;201,00;201,00;2,00;452056,00;7143993,00;26,36;;;152479;"c4196444-2421-11e7-a02d-c1c81e3148db";"c4d485b2-2421-11e7-a02d-c1c81e3148db"
3375;"4271260";16.2.2012 00.00.00;30.12.1899 17.00.00;1;4;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;452056,00;7143993,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4d485b3-2421-11e7-a02d-c1c81e3148db"
3376;"4271261";16.2.2012 00.00.00;30.12.1899 17.00.00;1;4;2012,00;44,00;"F";2,00;2,00;455,00;72,00;197,00;197,00;;452056,00;7143993,00;23,09;;;152190;"c418a05f-2421-11e7-a02d-c1c81e3148db";"c4d4994e-2421-11e7-a02d-c1c81e3148db"
3377;"4271265";16.2.2012 00.00.00;30.12.1899 17.00.00;1;4;2012,00;44,00;"F";1,00;1,00;575,00;73,00;204,00;205,00;3,00;452056,00;7143993,00;28,11;8,50;31,20;152149;"c418a05e-2421-11e7-a02d-c1c81e3148db";"c4d4ace0-2421-11e7-a02d-c1c81e3148db"
3378;"4271266";16.2.2012 00.00.00;30.12.1899 17.00.00;1;4;2012,00;44,00;"F";1,00;1,00;540,00;74,00;198,00;198,00;1,00;452056,00;7143993,00;27,27;6,40;33,50;152201;"c41ac4c5-2421-11e7-a02d-c1c81e3148db";"c4d4ace1-2421-11e7-a02d-c1c81e3148db"
3379;"4271266";17.2.2012 00.00.00;30.12.1899 17.00.00;1;4;2012,00;44,00;"F";1,00;1,00;540,00;74,00;198,00;198,00;1,00;452056,00;7143993,00;27,27;6,40;33,50;152201;"c41ac4c5-2421-11e7-a02d-c1c81e3148db";"c4d4c072-2421-11e7-a02d-c1c81e3148db"
3380;"4271279";17.2.2012 00.00.00;30.12.1899 17.00.00;1;4;2012,00;44,00;"F";1,00;2,00;545,00;76,00;206,00;206,00;;452056,00;7143993,00;26,45;4,10;27,40;152400;"c41915f4-2421-11e7-a02d-c1c81e3148db";"c4d4d40e-2421-11e7-a02d-c1c81e3148db"
3381;"4219643";24.4.2012 00.00.00;;3;1;2012,00;44,00;"F";1,00;2,00;580,00;74,00;210,00;209,00;2,00;453356,00;7140382,00;27,68;7,50;30,70;152007;"c418520d-2421-11e7-a02d-c1c81e3148db";"c4d4d40f-2421-11e7-a02d-c1c81e3148db"
3382;"4271204";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;480,00;67,00;192,00;192,00;;455517,00;7137542,00;25,00;;;152601;"c419b296-2421-11e7-a02d-c1c81e3148db";"c4d4e7a0-2421-11e7-a02d-c1c81e3148db"
3383;"4271204";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;480,00;67,00;192,00;192,00;;455517,00;7137542,00;25,00;;;152601;"c419b296-2421-11e7-a02d-c1c81e3148db";"c4d50ee2-2421-11e7-a02d-c1c81e3148db"
3384;"4271214";24.4.2012 00.00.00;;5;2;2012,00;44,00;"F";2,00;2,00;480,00;69,00;191,00;190,00;3,00;452823,00;7142918,00;25,19;;;152921;"c41a2821-2421-11e7-a02d-c1c81e3148db";"c4d52260-2421-11e7-a02d-c1c81e3148db"
3385;"4271214";25.4.2012 00.00.00;;5;2;2012,00;44,00;"F";2,00;2,00;480,00;69,00;191,00;190,00;3,00;452416,00;7145033,00;25,19;;;152921;"c41a2821-2421-11e7-a02d-c1c81e3148db";"c4d53728-2421-11e7-a02d-c1c81e3148db"
3386;"4271218";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;500,00;71,00;199,00;198,00;2,00;451411,00;7139181,00;25,18;;;152839;"c41b1320-2421-11e7-a02d-c1c81e3148db";"c4d53729-2421-11e7-a02d-c1c81e3148db"
3387;"4271219";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;450,00;74,00;194,00;190,00;;454052,00;7140555,00;23,43;;;152210;"c41b1321-2421-11e7-a02d-c1c81e3148db";"c4d54ad8-2421-11e7-a02d-c1c81e3148db"
3388;"4271219";26.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;450,00;74,00;194,00;190,00;;454052,00;7140555,00;23,43;;;152210;"c41b1321-2421-11e7-a02d-c1c81e3148db";"c4d55e60-2421-11e7-a02d-c1c81e3148db"
3389;"4271253";25.4.2012 00.00.00;;3;1;2012,00;44,00;"F";1,00;2,00;545,00;72,00;199,00;201,00;2,00;454359,00;7142485,00;27,25;4,60;27,30;152460;"c4193d22-2421-11e7-a02d-c1c81e3148db";"c4d570bc-2421-11e7-a02d-c1c81e3148db"
3390;"4271254";24.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;520,00;70,00;204,00;204,00;;455927,00;7139400,00;25,49;7,30;26,50;152431;"c4193d21-2421-11e7-a02d-c1c81e3148db";"c4d570bd-2421-11e7-a02d-c1c81e3148db"
3391;"4271255";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";1,00;2,00;425,00;66,00;190,00;189,00;;453423,00;7142656,00;22,42;6,40;23,10;152311;"c41a9da1-2421-11e7-a02d-c1c81e3148db";"c4d5857a-2421-11e7-a02d-c1c81e3148db"
3392;"4271255";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;425,00;66,00;190,00;189,00;;453423,00;7142656,00;22,42;6,40;23,10;152311;"c41a9da1-2421-11e7-a02d-c1c81e3148db";"c4d5990c-2421-11e7-a02d-c1c81e3148db"
3393;"4271258";24.4.2012 00.00.00;;5;2;2012,00;44,00;"F";1,00;2,00;550,00;72,00;200,00;202,00;3,00;458124,00;7139317,00;27,36;5,40;32,30;152024;"c418520e-2421-11e7-a02d-c1c81e3148db";"c4d5990d-2421-11e7-a02d-c1c81e3148db"
3395;"4271260";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;453066,00;7141800,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4d5acb2-2421-11e7-a02d-c1c81e3148db"
3396;"4271260";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;453066,00;7141800,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4d5c062-2421-11e7-a02d-c1c81e3148db"
3397;"4271261";25.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;455,00;72,00;197,00;197,00;;446218,00;7135424,00;23,09;;;152190;"c418a05f-2421-11e7-a02d-c1c81e3148db";"c4d5d3cc-2421-11e7-a02d-c1c81e3148db"
3398;"4271271";24.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;449757,00;7139733,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4d5d3cd-2421-11e7-a02d-c1c81e3148db"
3399;"4271271";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;449757,00;7139733,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4d5e768-2421-11e7-a02d-c1c81e3148db"
3400;"4271271";26.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;449757,00;7139733,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4d5fb0e-2421-11e7-a02d-c1c81e3148db"
3401;"4271272";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;510,00;71,00;193,00;193,00;3,00;450974,00;7143398,00;26,42;;;152381;"c41915f3-2421-11e7-a02d-c1c81e3148db";"c4d60e96-2421-11e7-a02d-c1c81e3148db"
3402;"4271272";26.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;510,00;71,00;193,00;193,00;3,00;450974,00;7143398,00;26,42;;;152381;"c41915f3-2421-11e7-a02d-c1c81e3148db";"c4d60e97-2421-11e7-a02d-c1c81e3148db"
3403;"4271277";24.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;450294,00;7142868,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4d62232-2421-11e7-a02d-c1c81e3148db"
3404;"4271277";26.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;453684,00;7142083,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4d635ce-2421-11e7-a02d-c1c81e3148db"
3405;"4271279";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";1,00;2,00;545,00;76,00;206,00;206,00;;455973,00;7136664,00;26,45;4,10;27,40;152400;"c41915f4-2421-11e7-a02d-c1c81e3148db";"c4d635cf-2421-11e7-a02d-c1c81e3148db"
3406;"4271279";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;545,00;76,00;206,00;206,00;;455973,00;7136664,00;26,45;4,10;27,40;152400;"c41915f4-2421-11e7-a02d-c1c81e3148db";"c4d64960-2421-11e7-a02d-c1c81e3148db"
3407;"4271281";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;490,00;71,00;196,00;200,00;3,00;454856,00;7138040,00;24,74;;;152879;"c41a00f4-2421-11e7-a02d-c1c81e3148db";"c4d65d10-2421-11e7-a02d-c1c81e3148db"
3408;"4271281";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;490,00;71,00;196,00;200,00;3,00;454856,00;7138040,00;24,74;;;152879;"c41a00f4-2421-11e7-a02d-c1c81e3148db";"c4d67084-2421-11e7-a02d-c1c81e3148db"
3409;"4271281";26.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;490,00;71,00;196,00;200,00;3,00;454856,00;7138040,00;24,74;;;152879;"c41a00f4-2421-11e7-a02d-c1c81e3148db";"c4d6840c-2421-11e7-a02d-c1c81e3148db"
3410;"4271283";24.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;451054,00;7146606,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d6840d-2421-11e7-a02d-c1c81e3148db"
3411;"4271283";26.4.2012 00.00.00;;1;1;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;454386,00;7144115,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d697b2-2421-11e7-a02d-c1c81e3148db"
3412;"4271284";24.4.2012 00.00.00;;1;2;2012,00;44,00;"F";1,00;2,00;615,00;79,00;;;1,00;455407,00;7142959,00;;7,80;32,20;152229;"c418a060-2421-11e7-a02d-c1c81e3148db";"c4d697b3-2421-11e7-a02d-c1c81e3148db"
3413;"4271286";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;1,00;515,00;69,00;;190,00;3,00;453411,00;7140657,00;27,10;;;152861;"c41a00f3-2421-11e7-a02d-c1c81e3148db";"c4d697b4-2421-11e7-a02d-c1c81e3148db"
3414;"4271290";26.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;449935,00;7142325,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d6c3ae-2421-11e7-a02d-c1c81e3148db"
3415;"4271291";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;1,00;465,00;70,00;192,00;193,00;;454927,00;7138046,00;24,15;;;152970;"c41a4f46-2421-11e7-a02d-c1c81e3148db";"c4d6c3af-2421-11e7-a02d-c1c81e3148db"
3416;"4271291";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;1,00;465,00;70,00;192,00;193,00;;454927,00;7138046,00;24,15;;;152970;"c41a4f46-2421-11e7-a02d-c1c81e3148db";"c4d6c3b0-2421-11e7-a02d-c1c81e3148db"
3417;"4271295";25.4.2012 00.00.00;;5;1;2012,00;44,00;"F";1,00;2,00;575,00;73,00;204,00;205,00;3,00;446197,00;7143749,00;28,11;7,10;32,00;152109;"c418793b-2421-11e7-a02d-c1c81e3148db";"c4d6eaf0-2421-11e7-a02d-c1c81e3148db"
3418;"4271296";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;500,00;68,00;195,00;195,00;3,00;455434,00;7137631,00;25,64;;;152661;"c419b298-2421-11e7-a02d-c1c81e3148db";"c4d6eaf1-2421-11e7-a02d-c1c81e3148db"
3419;"4271296";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;500,00;68,00;195,00;195,00;3,00;455434,00;7137631,00;25,64;;;152661;"c419b298-2421-11e7-a02d-c1c81e3148db";"c4d71200-2421-11e7-a02d-c1c81e3148db"
3420;"4271297";24.4.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;480,00;68,00;192,00;193,00;;456383,00;7135522,00;24,93;;;152528;"c4198b72-2421-11e7-a02d-c1c81e3148db";"c4d71201-2421-11e7-a02d-c1c81e3148db"
3421;"4271297";25.4.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;480,00;68,00;192,00;193,00;;456383,00;7135522,00;24,93;;;152528;"c4198b72-2421-11e7-a02d-c1c81e3148db";"c4d71202-2421-11e7-a02d-c1c81e3148db"
3422;"4271298";25.4.2012 00.00.00;;5;1;2012,00;44,00;"F";2,00;2,00;520,00;71,00;202,00;202,00;3,00;459220,00;7134331,00;25,74;;;152760;"c419d9c6-2421-11e7-a02d-c1c81e3148db";"c4d73956-2421-11e7-a02d-c1c81e3148db"
3424;"4271274";15.6.2012 00.00.00;30.12.1899 20.06.55;1;3;2012,00;44,00;"F";1,00;2,00;550,00;74,00;207,00;204,00;3,00;454993,00;7131815,00;26,76;3,30;30,10;152070;"c41ac4c6-2421-11e7-a02d-c1c81e3148db";"c4d73957-2421-11e7-a02d-c1c81e3148db"
3425;"4271295";15.6.2012 00.00.00;30.12.1899 19.26.40;5;3;2012,00;44,00;"F";1,00;2,00;575,00;73,00;204,00;205,00;3,00;444492,00;7139371,00;28,11;7,10;32,00;152109;"c418793b-2421-11e7-a02d-c1c81e3148db";"c4d73958-2421-11e7-a02d-c1c81e3148db"
3426;"4271284";15.6.2012 00.00.00;30.12.1899 23.51.32;1;3;2012,00;44,00;"F";1,00;2,00;615,00;79,00;;;1,00;425687,00;7136911,00;;7,80;32,20;152229;"c418a060-2421-11e7-a02d-c1c81e3148db";"c4d75f3a-2421-11e7-a02d-c1c81e3148db"
3427;"4271271";15.6.2012 00.00.00;30.12.1899 19.30.37;1;3;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;449996,00;7139825,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4d75f3b-2421-11e7-a02d-c1c81e3148db"
3428;"4271268";15.6.2012 00.00.00;30.12.1899 22.10.58;1;3;2012,00;44,00;"F";1,00;2,00;540,00;76,00;204,00;204,00;;460967,00;7129968,00;26,47;6,70;29,20;152259;"c418eec4-2421-11e7-a02d-c1c81e3148db";"c4d75f3c-2421-11e7-a02d-c1c81e3148db"
